Time (rel/ms),Date,Time,Type,No.,Phase,Day,duration,System,Channel,F,Fm,PAR,Y(II),ETR
4679260,2022-04-01T22:00:00Z,1899-12-31T22:01:20Z,FO,2027,stress,9,9,IMP,C53,223,627,0,0.644,0.0
4686980,2022-04-01T22:00:00Z,1899-12-31T22:01:27Z,FO,2028,stress,9,9,IMP,C53,132,431,0,0.694,0.0
4701940,2022-04-01T22:00:00Z,1899-12-31T22:01:42Z,FO,2029,stress,9,9,IMP,C53,266,966,0,0.725,0.0
4709880,2022-04-01T22:00:00Z,1899-12-31T22:01:50Z,FO,2030,stress,9,9,,,6,8,0,-,-
4721780,2022-04-01T22:00:00Z,1899-12-31T22:02:02Z,FO,2031,stress,9,9,IMP,C54,221,879,0,0.749,0.0
4729580,2022-04-01T22:00:00Z,1899-12-31T22:02:10Z,FO,2032,stress,9,9,IMP,C54,310,1331,0,0.767,0.0
4734340,2022-04-01T22:00:00Z,1899-12-31T22:02:15Z,FO,2033,stress,9,9,IMP,C54,140,495,0,0.717,0.0
4741100,2022-04-01T22:00:00Z,1899-12-31T22:02:22Z,FO,2034,stress,9,9,IMP,C54,127,467,0,0.728,0.0
4748860,2022-04-01T22:00:00Z,1899-12-31T22:02:29Z,FO,2035,stress,9,9,,,6,8,0,-,-
4756420,2022-04-01T22:00:00Z,1899-12-31T22:02:37Z,FO,2036,stress,9,9,IMP,C55,192,251,0,0.235,0.0
4764700,2022-04-01T22:00:00Z,1899-12-31T22:02:45Z,FO,2037,stress,9,9,IMP,C55,274,836,0,0.672,0.0
4771640,2022-04-01T22:00:00Z,1899-12-31T22:02:52Z,FO,2038,stress,9,9,IMP,C55,359,724,0,0.504,0.0
4777880,2022-04-01T22:00:00Z,1899-12-31T22:02:58Z,FO,2039,stress,9,9,IMP,C55,166,621,0,0.733,0.0
4783220,2022-04-01T22:00:00Z,1899-12-31T22:03:04Z,FO,2040,stress,9,9,,,22,54,0,0.593,0.0
4792940,2022-04-01T22:00:00Z,1899-12-31T22:03:13Z,FO,2041,stress,9,9,,,6,8,0,-,-
4799660,2022-04-01T22:00:00Z,1899-12-31T22:03:20Z,FO,2042,stress,9,9,IMP,C56,199,701,0,0.716,0.0
4804600,2022-04-01T22:00:00Z,1899-12-31T22:03:25Z,FO,2043,stress,9,9,IMP,C56,206,704,0,0.707,0.0
4809260,2022-04-01T22:00:00Z,1899-12-31T22:03:30Z,FO,2044,stress,9,9,IMP,C56,397,945,0,0.580,0.0
4825920,2022-04-01T22:00:00Z,1899-12-31T22:03:46Z,FO,2045,stress,9,9,IMP,C56,316,1026,0,0.692,0.0
4832780,2022-04-01T22:00:00Z,1899-12-31T22:03:53Z,FO,2046,stress,9,9,,,46,46,0,-,-
4845440,2022-04-01T22:00:00Z,1899-12-31T22:04:06Z,FO,2047,stress,9,9,IMP,C57,123,372,0,0.669,0.0
4851620,2022-04-01T22:00:00Z,1899-12-31T22:04:12Z,FO,2048,stress,9,9,IMP,C57,200,739,0,0.729,0.0
4856640,2022-04-01T22:00:00Z,1899-12-31T22:04:17Z,FO,2049,stress,9,9,IMP,C57,219,1188,0,0.816,0.0
4862700,2022-04-01T22:00:00Z,1899-12-31T22:04:23Z,FO,2050,stress,9,9,IMP,C57,149,542,0,0.725,0.0
4867600,2022-04-01T22:00:00Z,1899-12-31T22:04:28Z,FO,2051,stress,9,9,,,42,42,0,-,-
4872100,2022-04-01T22:00:00Z,1899-12-31T22:04:33Z,FO,2052,stress,9,9,IMP,C58,137,691,0,0.802,0.0
4877680,2022-04-01T22:00:00Z,1899-12-31T22:04:38Z,FO,2053,stress,9,9,IMP,C58,166,308,0,0.461,0.0
4884060,2022-04-01T22:00:00Z,1899-12-31T22:04:45Z,FO,2054,stress,9,9,IMP,C58,206,425,0,0.515,0.0
4890400,2022-04-01T22:00:00Z,1899-12-31T22:04:51Z,FO,2055,stress,9,9,IMP,C58,60,250,1,0.760,0.3
4895060,2022-04-01T22:00:00Z,1899-12-31T22:04:56Z,FO,2056,stress,9,9,,,53,53,0,0.000,0.0
4900940,2022-04-01T22:00:00Z,1899-12-31T22:05:01Z,FO,2057,stress,9,9,IMP,C59,93,453,0,0.795,0.0
4905700,2022-04-01T22:00:00Z,1899-12-31T22:05:06Z,FO,2058,stress,9,9,IMP,C59,152,332,0,0.542,0.0
4911720,2022-04-01T22:00:00Z,1899-12-31T22:05:12Z,FO,2059,stress,9,9,IMP,C59,79,266,0,0.703,0.0
4920880,2022-04-01T22:00:00Z,1899-12-31T22:05:21Z,FO,2060,stress,9,9,IMP,C59,166,535,0,0.690,0.0
4925080,2022-04-01T22:00:00Z,1899-12-31T22:05:26Z,FO,2061,stress,9,9,,,110,110,0,0.000,0.0
4933140,2022-04-01T22:00:00Z,1899-12-31T22:05:34Z,FO,2062,stress,9,9,IMP,C60,279,655,0,0.574,0.0
4939560,2022-04-01T22:00:00Z,1899-12-31T22:05:40Z,FO,2063,stress,9,9,IMP,C60,239,1229,0,0.806,0.0
4944780,2022-04-01T22:00:00Z,1899-12-31T22:05:45Z,FO,2064,stress,9,9,IMP,C60,257,387,0,0.336,0.0
4956860,2022-04-01T22:00:00Z,1899-12-31T22:05:57Z,FO,2065,stress,9,9,IMP,C60,793,1578,0,0.497,0.0
4961100,2022-04-01T22:00:00Z,1899-12-31T22:06:02Z,FO,2066,stress,9,9,,,97,97,0,0.000,0.0
4971840,2022-04-01T22:00:00Z,1899-12-31T22:06:12Z,FO,2067,stress,9,9,IMP,C61,237,683,0,0.653,0.0
4980340,2022-04-01T22:00:00Z,1899-12-31T22:06:21Z,FO,2068,stress,9,9,IMP,C61,167,465,0,0.641,0.0
4986800,2022-04-01T22:00:00Z,1899-12-31T22:06:27Z,FO,2069,stress,9,9,IMP,C61,180,414,0,0.565,0.0
4993120,2022-04-01T22:00:00Z,1899-12-31T22:06:34Z,FO,2070,stress,9,9,IMP,C61,234,445,1,0.474,0.2
4999000,2022-04-01T22:00:00Z,1899-12-31T22:06:40Z,FO,2071,stress,9,9,,,79,79,0,0.000,0.0
5006100,2022-04-01T22:00:00Z,1899-12-31T22:06:47Z,FO,2072,stress,9,9,IMP,C62,109,357,0,0.695,0.0
5012500,2022-04-01T22:00:00Z,1899-12-31T22:06:53Z,FO,2073,stress,9,9,IMP,C62,99,387,0,0.744,0.0
5018640,2022-04-01T22:00:00Z,1899-12-31T22:06:59Z,FO,2074,stress,9,9,IMP,C62,144,527,0,0.727,0.0
5025640,2022-04-01T22:00:00Z,1899-12-31T22:07:06Z,FO,2075,stress,9,9,IMP,C62,123,550,1,0.776,0.3
5035320,2022-04-01T22:00:00Z,1899-12-31T22:07:16Z,FO,2076,stress,9,9,IMP,C62,192,502,0,0.618,0.0
5042600,2022-04-01T22:00:00Z,1899-12-31T22:07:23Z,FO,2077,stress,9,9,,,7,9,0,-,-
5053540,2022-04-01T22:00:00Z,1899-12-31T22:07:34Z,FO,2078,stress,9,9,IMP,C63,206,701,1,0.706,0.3
5063120,2022-04-01T22:00:00Z,1899-12-31T22:07:44Z,FO,2079,stress,9,9,IMP,C63,282,988,0,0.715,0.0
5070920,2022-04-01T22:00:00Z,1899-12-31T22:07:51Z,FO,2080,stress,9,9,IMP,C63,134,367,0,0.635,0.0
5078440,2022-04-01T22:00:00Z,1899-12-31T22:07:59Z,FO,2081,stress,9,9,IMP,C63,38,122,0,0.689,0.0
5091060,2022-04-01T22:00:00Z,1899-12-31T22:08:12Z,FO,2082,stress,9,9,IMP,C63,115,423,0,0.728,0.0
5098500,2022-04-01T22:00:00Z,1899-12-31T22:08:19Z,FO,2083,stress,9,9,,,6,10,0,-,-
5108680,2022-04-01T22:00:00Z,1899-12-31T22:08:29Z,FO,2084,stress,9,9,IMP,C64,76,240,0,0.683,0.0
5114640,2022-04-01T22:00:00Z,1899-12-31T22:08:35Z,FO,2085,stress,9,9,IMP,C64,91,340,0,0.732,0.0
5119380,2022-04-01T22:00:00Z,1899-12-31T22:08:40Z,FO,2086,stress,9,9,IMP,C64,104,362,0,0.713,0.0
5125360,2022-04-01T22:00:00Z,1899-12-31T22:08:46Z,FO,2087,stress,9,9,IMP,C64,105,350,0,0.700,0.0
5131080,2022-04-01T22:00:00Z,1899-12-31T22:08:52Z,FO,2088,stress,,,,,9,9,0,-,-
276080,2022-04-04T22:00:00Z,1899-12-31T12:47:20Z,FO,2119,stress,,,,,0,0,-,-,-
116706160,2022-04-05T22:00:00Z,1899-12-31T21:07:50Z,FO,2120,stress,13,13,AMV,C01,38,132,-,0.712,-
116718300,2022-04-05T22:00:00Z,1899-12-31T21:08:02Z,FO,2121,stress,13,13,AMV,C01,52,198,-,0.737,-
116730820,2022-04-05T22:00:00Z,1899-12-31T21:08:14Z,FO,2122,stress,13,13,AMV,C01,59,184,-,0.679,-
116747340,2022-04-05T22:00:00Z,1899-12-31T21:08:31Z,FO,2123,stress,13,13,AMV,C01,58,260,-,0.777,-
116755560,2022-04-05T22:00:00Z,1899-12-31T21:08:39Z,FO,2124,stress,13,13,,,5,6,-,-,-
116771660,2022-04-05T22:00:00Z,1899-12-31T21:08:55Z,FO,2125,stress,13,13,AMV,C02,115,478,-,0.759,-
116778660,2022-04-05T22:00:00Z,1899-12-31T21:09:02Z,FO,2126,stress,13,13,AMV,C02,84,181,-,0.536,-
116785050,2022-04-05T22:00:00Z,1899-12-31T21:09:09Z,FO,2127,stress,13,13,AMV,C02,192,708,-,0.729,-
116800420,2022-04-05T22:00:00Z,1899-12-31T21:09:24Z,FO,2128,stress,13,13,AMV,C02,81,270,-,0.700,-
116806720,2022-04-05T22:00:00Z,1899-12-31T21:09:30Z,FO,2129,stress,13,13,,,26,66,-,0.606,-
116837550,2022-04-05T22:00:00Z,1899-12-31T21:10:01Z,FO,2130,stress,13,13,,,6,9,-,-,-
116851260,2022-04-05T22:00:00Z,1899-12-31T21:10:15Z,FO,2131,stress,13,13,AMV,C03,49,166,-,0.705,-
116858900,2022-04-05T22:00:00Z,1899-12-31T21:10:22Z,FO,2132,stress,13,13,AMV,C03,55,107,-,0.486,-
116866400,2022-04-05T22:00:00Z,1899-12-31T21:10:30Z,FO,2133,stress,13,13,AMV,C03,93,341,-,0.727,-
116879280,2022-04-05T22:00:00Z,1899-12-31T21:10:43Z,FO,2134,stress,13,13,AMV,C03,64,137,-,0.533,-
116887360,2022-04-05T22:00:00Z,1899-12-31T21:10:51Z,FO,2135,stress,13,13,,,4,6,-,-,-
116911740,2022-04-05T22:00:00Z,1899-12-31T21:11:15Z,FO,2136,stress,13,13,AMV,C04,105,427,-,0.754,-
116929400,2022-04-05T22:00:00Z,1899-12-31T21:11:33Z,FO,2137,stress,13,13,AMV,C04,198,612,-,0.676,-
116939940,2022-04-05T22:00:00Z,1899-12-31T21:11:43Z,FO,2138,stress,13,13,AMV,C04,265,806,-,0.671,-
116953560,2022-04-05T22:00:00Z,1899-12-31T21:11:57Z,FO,2139,stress,13,13,AMV,C04,141,288,-,0.510,-
116964400,2022-04-05T22:00:00Z,1899-12-31T21:12:08Z,FO,2140,stress,13,13,,,5,6,-,-,-
116983580,2022-04-05T22:00:00Z,1899-12-31T21:12:27Z,FO,2141,stress,13,13,AMV,C05,78,330,-,0.764,-
116991060,2022-04-05T22:00:00Z,1899-12-31T21:12:35Z,FO,2142,stress,13,13,AMV,C05,140,448,-,0.688,-
117003840,2022-04-05T22:00:00Z,1899-12-31T21:12:47Z,FO,2143,stress,13,13,AMV,C05,87,256,-,0.660,-
117022560,2022-04-05T22:00:00Z,1899-12-31T21:13:06Z,FO,2144,stress,13,13,AMV,C05,52,96,-,0.458,-
117032940,2022-04-05T22:00:00Z,1899-12-31T21:13:16Z,FO,2145,stress,13,13,,,4,7,-,-,-
117049600,2022-04-05T22:00:00Z,1899-12-31T21:13:33Z,FO,2146,stress,13,13,AMV,C06,58,188,-,0.691,-
117055550,2022-04-05T22:00:00Z,1899-12-31T21:13:39Z,FO,2147,stress,13,13,AMV,C06,74,189,-,0.608,-
117061060,2022-04-05T22:00:00Z,1899-12-31T21:13:45Z,FO,2148,stress,13,13,AMV,C06,84,315,-,0.733,-
117071360,2022-04-05T22:00:00Z,1899-12-31T21:13:55Z,FO,2149,stress,13,13,AMV,C06,91,152,-,0.401,-
117076880,2022-04-05T22:00:00Z,1899-12-31T21:14:00Z,FO,2150,stress,13,13,,,27,85,-,0.682,-
117084580,2022-04-05T22:00:00Z,1899-12-31T21:14:08Z,FO,2151,stress,13,13,,,13,37,-,-,-
117127180,2022-04-05T22:00:00Z,1899-12-31T21:14:51Z,FO,2152,stress,13,13,AMV,C07,34,125,-,0.728,-
117138700,2022-04-05T22:00:00Z,1899-12-31T21:15:02Z,FO,2153,stress,13,13,AMV,C07,69,240,-,0.713,-
117147060,2022-04-05T22:00:00Z,1899-12-31T21:15:11Z,FO,2154,stress,13,13,AMV,C07,75,244,-,0.693,-
117179700,2022-04-05T22:00:00Z,1899-12-31T21:15:43Z,FO,2155,stress,13,13,AMV,C07,30,96,-,0.688,-
117188840,2022-04-05T22:00:00Z,1899-12-31T21:15:52Z,FO,2156,stress,13,13,,,6,6,-,-,-
117216120,2022-04-05T22:00:00Z,1899-12-31T21:16:20Z,FO,2157,stress,13,13,AMV,C08,146,481,-,0.696,-
117225900,2022-04-05T22:00:00Z,1899-12-31T21:16:29Z,FO,2158,stress,13,13,AMV,C08,70,248,-,0.718,-
117234050,2022-04-05T22:00:00Z,1899-12-31T21:16:38Z,FO,2159,stress,13,13,AMV,C08,41,168,-,0.756,-
117258300,2022-04-05T22:00:00Z,1899-12-31T21:17:02Z,FO,2160,stress,13,13,AMV,C08,240,656,-,0.634,-
117264550,2022-04-05T22:00:00Z,1899-12-31T21:17:08Z,FO,2161,stress,13,13,,,105,105,-,0.000,-
117283160,2022-04-05T22:00:00Z,1899-12-31T21:17:27Z,FO,2162,stress,13,13,AMV,C09,45,216,-,0.792,-
117291360,2022-04-05T22:00:00Z,1899-12-31T21:17:35Z,FO,2163,stress,13,13,AMV,C09,75,170,-,0.559,-
117296180,2022-04-05T22:00:00Z,1899-12-31T21:17:40Z,FO,2164,stress,13,13,AMV,C09,78,431,-,0.819,-
117316200,2022-04-05T22:00:00Z,1899-12-31T21:18:00Z,FO,2165,stress,13,13,AMV,C09,110,420,-,0.738,-
117328360,2022-04-05T22:00:00Z,1899-12-31T21:18:12Z,FO,2166,stress,13,13,,,6,6,-,-,-
117342420,2022-04-05T22:00:00Z,1899-12-31T21:18:26Z,FO,2167,stress,13,13,AMV,C10,67,265,-,0.747,-
117348550,2022-04-05T22:00:00Z,1899-12-31T21:18:32Z,FO,2168,stress,13,13,AMV,C10,194,794,-,0.756,-
117361340,2022-04-05T22:00:00Z,1899-12-31T21:18:45Z,FO,2169,stress,13,13,AMV,C10,170,650,-,0.738,-
117380640,2022-04-05T22:00:00Z,1899-12-31T21:19:04Z,FO,2170,stress,13,13,AMV,C10,50,155,-,0.677,-
117387060,2022-04-05T22:00:00Z,1899-12-31T21:19:11Z,FO,2171,stress,13,13,,,11,11,-,-,-
117409240,2022-04-05T22:00:00Z,1899-12-31T21:19:33Z,FO,2172,stress,13,13,AMV,C11,292,1168,-,0.750,-
117414860,2022-04-05T22:00:00Z,1899-12-31T21:19:38Z,FO,2173,stress,13,13,AMV,C11,177,655,-,0.730,-
117420800,2022-04-05T22:00:00Z,1899-12-31T21:19:44Z,FO,2174,stress,13,13,AMV,C11,176,678,-,0.740,-
117433080,2022-04-05T22:00:00Z,1899-12-31T21:19:57Z,FO,2175,stress,13,13,AMV,C11,37,120,-,0.692,-
117444120,2022-04-05T22:00:00Z,1899-12-31T21:20:08Z,FO,2176,stress,13,13,,,18,56,-,0.679,-
117458740,2022-04-05T22:00:00Z,1899-12-31T21:20:22Z,FO,2177,stress,13,13,,,8,20,-,-,-
117475420,2022-04-05T22:00:00Z,1899-12-31T21:20:39Z,FO,2178,stress,13,13,AMV,C12,109,416,-,0.738,-
117482820,2022-04-05T22:00:00Z,1899-12-31T21:20:46Z,FO,2179,stress,13,13,AMV,C12,72,230,-,0.687,-
117513600,2022-04-05T22:00:00Z,1899-12-31T21:21:17Z,FO,2180,stress,13,13,AMV,C12,99,421,-,0.765,-
117528050,2022-04-05T22:00:00Z,1899-12-31T21:21:32Z,FO,2181,stress,13,13,AMV,C12,83,299,-,0.722,-
117541050,2022-04-05T22:00:00Z,1899-12-31T21:21:45Z,FO,2182,stress,13,13,,,4,8,-,-,-
117553560,2022-04-05T22:00:00Z,1899-12-31T21:21:57Z,FO,2183,stress,13,13,AMV,C13,71,308,-,0.769,-
117559400,2022-04-05T22:00:00Z,1899-12-31T21:22:03Z,FO,2184,stress,13,13,AMV,C13,126,249,-,0.494,-
117565760,2022-04-05T22:00:00Z,1899-12-31T21:22:09Z,FO,2185,stress,13,13,AMV,C13,247,867,-,0.715,-
117577780,2022-04-05T22:00:00Z,1899-12-31T21:22:21Z,FO,2186,stress,13,13,AMV,C13,97,312,-,0.689,-
117583460,2022-04-05T22:00:00Z,1899-12-31T21:22:27Z,FO,2187,stress,13,13,,,29,29,-,-,-
117600340,2022-04-05T22:00:00Z,1899-12-31T21:22:44Z,FO,2188,stress,13,13,AMV,C14,45,229,-,0.803,-
117605220,2022-04-05T22:00:00Z,1899-12-31T21:22:49Z,FO,2189,stress,13,13,AMV,C14,99,212,-,0.533,-
117610000,2022-04-05T22:00:00Z,1899-12-31T21:22:54Z,FO,2190,stress,13,13,AMV,C14,221,925,-,0.761,-
117625320,2022-04-05T22:00:00Z,1899-12-31T21:23:09Z,FO,2191,stress,13,13,AMV,C14,67,292,-,0.771,-
117630160,2022-04-05T22:00:00Z,1899-12-31T21:23:14Z,FO,2192,stress,13,13,,,63,96,-,0.344,-
117635900,2022-04-05T22:00:00Z,1899-12-31T21:23:19Z,FO,2193,stress,13,13,,,19,19,-,-,-
117653580,2022-04-05T22:00:00Z,1899-12-31T21:23:37Z,FO,2194,stress,13,13,AMV,C15,33,205,-,0.839,-
117658940,2022-04-05T22:00:00Z,1899-12-31T21:23:42Z,FO,2195,stress,13,13,AMV,C15,66,182,-,0.637,-
117669220,2022-04-05T22:00:00Z,1899-12-31T21:23:53Z,FO,2196,stress,13,13,AMV,C15,54,259,-,0.792,-
117685550,2022-04-05T22:00:00Z,1899-12-31T21:24:09Z,FO,2197,stress,13,13,AMV,C15,73,374,-,0.805,-
117695180,2022-04-05T22:00:00Z,1899-12-31T21:24:19Z,FO,2198,stress,13,13,,,5,10,-,-,-
117705600,2022-04-05T22:00:00Z,1899-12-31T21:24:29Z,FO,2199,stress,13,13,AMV,C16,44,308,-,0.857,-
117712580,2022-04-05T22:00:00Z,1899-12-31T21:24:36Z,FO,2200,stress,13,13,AMV,C16,100,240,-,0.583,-
117718440,2022-04-05T22:00:00Z,1899-12-31T21:24:42Z,FO,2201,stress,13,13,AMV,C16,127,257,-,0.506,-
117729160,2022-04-05T22:00:00Z,1899-12-31T21:24:53Z,FO,2202,stress,13,13,AMV,C16,77,200,-,0.615,-
117743320,2022-04-05T22:00:00Z,1899-12-31T21:25:07Z,FO,2203,stress,13,13,,,4,10,-,-,-
117746660,2022-04-05T22:00:00Z,1899-12-31T21:25:10Z,FO,2204,stress,13,13,,,5,7,-,-,-
117759750,2022-04-05T22:00:00Z,1899-12-31T21:25:23Z,FO,2205,stress,13,13,AMV,C17,38,130,-,0.708,-
117767880,2022-04-05T22:00:00Z,1899-12-31T21:25:31Z,FO,2206,stress,13,13,AMV,C17,52,205,-,0.746,-
117777500,2022-04-05T22:00:00Z,1899-12-31T21:25:41Z,FO,2207,stress,13,13,AMV,C17,46,217,-,0.788,-
117825860,2022-04-05T22:00:00Z,1899-12-31T21:26:29Z,FO,2208,stress,13,13,AMV,C17,124,388,-,0.680,-
117832940,2022-04-05T22:00:00Z,1899-12-31T21:26:36Z,FO,2209,stress,13,13,,,102,111,-,0.081,-
117837050,2022-04-05T22:00:00Z,1899-12-31T21:26:41Z,FO,2210,stress,13,13,,,35,35,-,-,-
117855000,2022-04-05T22:00:00Z,1899-12-31T21:26:59Z,FO,2211,stress,13,13,AMV,C18,52,201,-,0.741,-
117867280,2022-04-05T22:00:00Z,1899-12-31T21:27:11Z,FO,2212,stress,13,13,AMV,C18,49,134,-,0.634,-
117877480,2022-04-05T22:00:00Z,1899-12-31T21:27:21Z,FO,2213,stress,13,13,AMV,C18,84,246,-,0.659,-
117888340,2022-04-05T22:00:00Z,1899-12-31T21:27:32Z,FO,2214,stress,13,13,AMV,C18,36,120,-,0.700,-
117896120,2022-04-05T22:00:00Z,1899-12-31T21:27:40Z,FO,2215,stress,13,13,,,4,7,-,-,-
117905820,2022-04-05T22:00:00Z,1899-12-31T21:27:49Z,FO,2216,stress,13,13,AMV,C19,48,112,-,0.571,-
117913360,2022-04-05T22:00:00Z,1899-12-31T21:27:57Z,FO,2217,stress,13,13,AMV,C19,57,127,-,0.551,-
117918120,2022-04-05T22:00:00Z,1899-12-31T21:28:02Z,FO,2218,stress,13,13,AMV,C19,86,286,-,0.699,-
117941000,2022-04-05T22:00:00Z,1899-12-31T21:28:25Z,FO,2219,stress,13,13,AMV,C19,61,210,-,0.710,-
117949600,2022-04-05T22:00:00Z,1899-12-31T21:28:33Z,FO,2220,stress,13,13,,,4,6,-,-,-
117965360,2022-04-05T22:00:00Z,1899-12-31T21:28:49Z,FO,2221,stress,13,13,AMV,C20,81,278,-,0.709,-
117976420,2022-04-05T22:00:00Z,1899-12-31T21:29:00Z,FO,2222,stress,13,13,AMV,C20,76,280,-,0.729,-
117984180,2022-04-05T22:00:00Z,1899-12-31T21:29:08Z,FO,2223,stress,13,13,AMV,C20,132,403,-,0.672,-
118009280,2022-04-05T22:00:00Z,1899-12-31T21:29:33Z,FO,2224,stress,13,13,AMV,C20,95,138,-,0.312,-
118016800,2022-04-05T22:00:00Z,1899-12-31T21:29:40Z,FO,2225,stress,13,13,,,5,6,-,-,-
118035180,2022-04-05T22:00:00Z,1899-12-31T21:29:59Z,FO,2226,stress,13,13,AMV,C21,87,390,-,0.777,-
118042780,2022-04-05T22:00:00Z,1899-12-31T21:30:06Z,FO,2227,stress,13,13,AMV,C21,167,369,-,0.547,-
118048640,2022-04-05T22:00:00Z,1899-12-31T21:30:12Z,FO,2228,stress,13,13,AMV,C21,268,929,-,0.712,-
118058900,2022-04-05T22:00:00Z,1899-12-31T21:30:22Z,FO,2229,stress,13,13,AMV,C21,121,533,-,0.773,-
118065260,2022-04-05T22:00:00Z,1899-12-31T21:30:29Z,FO,2230,stress,13,13,,,6,6,-,-,-
118090780,2022-04-05T22:00:00Z,1899-12-31T21:30:54Z,FO,2231,stress,13,13,AMV,C22,31,87,-,0.644,-
118099680,2022-04-05T22:00:00Z,1899-12-31T21:31:03Z,FO,2232,stress,13,13,AMV,C22,36,68,-,0.471,-
118105480,2022-04-05T22:00:00Z,1899-12-31T21:31:09Z,FO,2233,stress,13,13,AMV,C22,37,123,-,0.699,-
118121320,2022-04-05T22:00:00Z,1899-12-31T21:31:25Z,FO,2234,stress,13,13,AMV,C22,44,175,-,0.749,-
118131840,2022-04-05T22:00:00Z,1899-12-31T21:31:35Z,FO,2235,stress,13,13,,,4,7,-,-,-
118139800,2022-04-05T22:00:00Z,1899-12-31T21:31:43Z,FO,2236,stress,13,13,AMV,C23,42,154,-,0.727,-
118145700,2022-04-05T22:00:00Z,1899-12-31T21:31:49Z,FO,2237,stress,13,13,AMV,C23,70,187,-,0.626,-
118151320,2022-04-05T22:00:00Z,1899-12-31T21:31:55Z,FO,2238,stress,13,13,AMV,C23,45,172,-,0.738,-
118161780,2022-04-05T22:00:00Z,1899-12-31T21:32:05Z,FO,2239,stress,13,13,AMV,C23,131,148,-,0.115,-
118165860,2022-04-05T22:00:00Z,1899-12-31T21:32:09Z,FO,2240,stress,13,13,AMV,C23,49,128,-,0.617,-
118172400,2022-04-05T22:00:00Z,1899-12-31T21:32:16Z,FO,2241,stress,13,13,,,5,6,-,-,-
118185360,2022-04-05T22:00:00Z,1899-12-31T21:32:29Z,FO,2242,stress,13,13,AMV,C24,71,201,-,0.647,-
118190550,2022-04-05T22:00:00Z,1899-12-31T21:32:34Z,FO,2243,stress,13,13,AMV,C24,54,95,-,0.432,-
118194050,2022-04-05T22:00:00Z,1899-12-31T21:32:38Z,FO,2244,stress,13,13,AMV,C24,168,929,-,0.819,-
118210300,2022-04-05T22:00:00Z,1899-12-31T21:32:54Z,FO,2245,stress,13,13,AMV,C24,33,92,-,0.641,-
118219160,2022-04-05T22:00:00Z,1899-12-31T21:33:03Z,FO,2246,stress,13,13,,,6,13,-,-,-
118234040,2022-04-05T22:00:00Z,1899-12-31T21:33:18Z,FO,2247,stress,13,13,AMV,C25,50,127,-,0.606,-
118240800,2022-04-05T22:00:00Z,1899-12-31T21:33:24Z,FO,2248,stress,13,13,AMV,C25,76,196,-,0.612,-
118244860,2022-04-05T22:00:00Z,1899-12-31T21:33:28Z,FO,2249,stress,13,13,AMV,C25,104,340,-,0.694,-
118258160,2022-04-05T22:00:00Z,1899-12-31T21:33:42Z,FO,2250,stress,13,13,AMV,C25,70,229,-,0.694,-
118264080,2022-04-05T22:00:00Z,1899-12-31T21:33:48Z,FO,2251,stress,13,13,,,15,36,-,-,-
118276040,2022-04-05T22:00:00Z,1899-12-31T21:34:00Z,FO,2252,stress,13,13,AMV,C26,106,456,-,0.768,-
118287560,2022-04-05T22:00:00Z,1899-12-31T21:34:11Z,FO,2253,stress,13,13,AMV,C26,135,700,-,0.807,-
118294300,2022-04-05T22:00:00Z,1899-12-31T21:34:18Z,FO,2254,stress,13,13,AMV,C26,173,449,-,0.615,-
118309240,2022-04-05T22:00:00Z,1899-12-31T21:34:33Z,FO,2255,stress,13,13,AMV,C26,93,246,-,0.622,-
118333820,2022-04-05T22:00:00Z,1899-12-31T21:34:57Z,FO,2256,stress,13,13,AMV,C27,67,175,-,0.617,-
118345380,2022-04-05T22:00:00Z,1899-12-31T21:35:09Z,FO,2257,stress,13,13,AMV,C27,84,314,-,0.732,-
118350260,2022-04-05T22:00:00Z,1899-12-31T21:35:14Z,FO,2258,stress,13,13,AMV,C27,164,615,-,0.733,-
118361880,2022-04-05T22:00:00Z,1899-12-31T21:35:25Z,FO,2259,stress,13,13,AMV,C27,70,191,-,0.634,-
118366100,2022-04-05T22:00:00Z,1899-12-31T21:35:30Z,FO,2260,stress,13,13,,,32,32,-,-,-
118376120,2022-04-05T22:00:00Z,1899-12-31T21:35:40Z,FO,2261,stress,13,13,AMV,C28,47,298,-,0.842,-
118383960,2022-04-05T22:00:00Z,1899-12-31T21:35:47Z,FO,2262,stress,13,13,,,142,142,-,0.000,-
118388040,2022-04-05T22:00:00Z,1899-12-31T21:35:52Z,FO,2263,stress,13,13,AMV,C28,28,76,-,0.632,-
118396260,2022-04-05T22:00:00Z,1899-12-31T21:36:00Z,FO,2264,stress,13,13,AMV,C28,75,260,-,0.712,-
118409720,2022-04-05T22:00:00Z,1899-12-31T21:36:13Z,FO,2265,stress,13,13,AMV,C28,86,173,-,0.503,-
118416600,2022-04-05T22:00:00Z,1899-12-31T21:36:20Z,FO,2266,stress,13,13,AMV,C28,42,132,-,0.682,-
118421660,2022-04-05T22:00:00Z,1899-12-31T21:36:25Z,FO,2267,stress,13,13,,,22,22,-,-,-
118438140,2022-04-05T22:00:00Z,1899-12-31T21:36:42Z,FO,2268,stress,13,13,AMV,C29,266,598,-,0.555,-
118444160,2022-04-05T22:00:00Z,1899-12-31T21:36:48Z,FO,2269,stress,13,13,AMV,C29,296,710,-,0.583,-
118458060,2022-04-05T22:00:00Z,1899-12-31T21:37:02Z,FO,2270,stress,13,13,AMV,C29,106,368,-,0.712,-
