Time (rel/ms),Date,Time,Type,No.,Phase,Day,duration,System,Channel,F,Fm,PAR,Y(II),ETR
269501400,2022-03-23T23:00:00Z,1899-12-31T14:52:41Z,FO,272,stress,1,1,AMV,C42,381,864,0,0.559,0.0
269508560,2022-03-23T23:00:00Z,1899-12-31T14:52:48Z,FO,273,stress,1,1,AMV,C42,396,843,0,0.530,0.0
269516920,2022-03-23T23:00:00Z,1899-12-31T14:52:56Z,FO,274,stress,1,1,AMV,C42,325,868,0,0.626,0.0
269522760,2022-03-23T23:00:00Z,1899-12-31T14:53:02Z,FO,275,stress,1,1,,,256,256,0,0.000,0.0
269537120,2022-03-23T23:00:00Z,1899-12-31T14:53:17Z,FO,276,stress,1,1,AMV,C43,405,1001,0,0.595,0.0
269544600,2022-03-23T23:00:00Z,1899-12-31T14:53:24Z,FO,277,stress,1,1,AMV,C43,417,922,0,0.548,0.0
269552380,2022-03-23T23:00:00Z,1899-12-31T14:53:32Z,FO,278,stress,1,1,AMV,C43,274,737,0,0.628,0.0
269561700,2022-03-23T23:00:00Z,1899-12-31T14:53:41Z,FO,279,stress,1,1,AMV,C43,290,752,0,0.614,0.0
269581480,2022-03-23T23:00:00Z,1899-12-31T14:54:01Z,FO,280,stress,1,1,,,220,220,0,0.000,0.0
269587580,2022-03-23T23:00:00Z,1899-12-31T14:54:07Z,FO,281,stress,1,1,AMV,C44,359,717,0,0.499,0.0
269594200,2022-03-23T23:00:00Z,1899-12-31T14:54:14Z,FO,282,stress,1,1,AMV,C44,551,1234,0,0.553,0.0
269604500,2022-03-23T23:00:00Z,1899-12-31T14:54:24Z,FO,283,stress,1,1,AMV,C44,197,617,0,0.681,0.0
269612400,2022-03-23T23:00:00Z,1899-12-31T14:54:32Z,FO,284,stress,1,1,AMV,C44,329,827,0,0.602,0.0
269617860,2022-03-23T23:00:00Z,1899-12-31T14:54:37Z,FO,285,stress,1,1,,,204,204,0,0.000,0.0
269626540,2022-03-23T23:00:00Z,1899-12-31T14:54:46Z,FO,286,stress,1,1,AMV,C45,716,1656,0,0.568,0.0
269633360,2022-03-23T23:00:00Z,1899-12-31T14:54:53Z,FO,287,stress,1,1,AMV,C45,353,661,0,0.466,0.0
269639440,2022-03-23T23:00:00Z,1899-12-31T14:54:59Z,FO,288,stress,1,1,AMV,C45,424,809,0,0.476,0.0
269645620,2022-03-23T23:00:00Z,1899-12-31T14:55:05Z,FO,289,stress,1,1,AMV,C45,228,668,0,0.659,0.0
269649380,2022-03-23T23:00:00Z,1899-12-31T14:55:09Z,FO,290,stress,1,1,,,187,187,0,0.000,0.0
269656940,2022-03-23T23:00:00Z,1899-12-31T14:55:16Z,FO,291,stress,1,1,AMV,C46,334,681,0,0.510,0.0
269662840,2022-03-23T23:00:00Z,1899-12-31T14:55:22Z,FO,292,stress,1,1,AMV,C46,369,842,0,0.562,0.0
269669080,2022-03-23T23:00:00Z,1899-12-31T14:55:29Z,FO,293,stress,1,1,AMV,C46,356,772,0,0.539,0.0
269677300,2022-03-23T23:00:00Z,1899-12-31T14:55:37Z,FO,294,stress,1,1,AMV,C46,221,404,0,0.453,0.0
269681000,2022-03-23T23:00:00Z,1899-12-31T14:55:41Z,FO,295,stress,1,1,,,133,133,0,0.000,0.0
269691340,2022-03-23T23:00:00Z,1899-12-31T14:55:51Z,FO,296,stress,1,1,AMV,C47,113,1089,0,0.896,0.0
269699620,2022-03-23T23:00:00Z,1899-12-31T14:55:59Z,FO,297,stress,1,1,AMV,C47,389,869,0,0.552,0.0
269706120,2022-03-23T23:00:00Z,1899-12-31T14:56:06Z,FO,298,stress,1,1,AMV,C47,136,413,0,0.671,0.0
269713740,2022-03-23T23:00:00Z,1899-12-31T14:56:13Z,FO,299,stress,1,1,AMV,C47,369,1021,0,0.639,0.0
269719060,2022-03-23T23:00:00Z,1899-12-31T14:56:19Z,FO,300,stress,1,1,,,224,224,0,0.000,0.0
269730560,2022-03-23T23:00:00Z,1899-12-31T14:56:30Z,FO,301,stress,1,1,AMV,C48,206,479,0,0.570,0.0
269735940,2022-03-23T23:00:00Z,1899-12-31T14:56:35Z,FO,302,stress,1,1,AMV,C48,345,710,0,0.514,0.0
269742060,2022-03-23T23:00:00Z,1899-12-31T14:56:42Z,FO,303,stress,1,1,AMV,C48,134,364,0,0.632,0.0
269749760,2022-03-23T23:00:00Z,1899-12-31T14:56:49Z,FO,304,stress,1,1,AMV,C48,267,479,0,0.443,0.0
269754900,2022-03-23T23:00:00Z,1899-12-31T14:56:54Z,FO,305,stress,1,1,,,147,147,0,0.000,0.0
269758300,2022-03-23T23:00:00Z,1899-12-31T14:56:58Z,FO,306,stress,1,1,,,15,15,0,-,-
269766100,2022-03-23T23:00:00Z,1899-12-31T14:57:06Z,FO,307,stress,1,1,AMV,C49,556,1431,0,0.611,0.0
269771340,2022-03-23T23:00:00Z,1899-12-31T14:57:11Z,FO,308,stress,1,1,AMV,C49,577,1189,0,0.515,0.0
269785740,2022-03-23T23:00:00Z,1899-12-31T14:57:25Z,FO,309,stress,1,1,AMV,C49,247,621,0,0.602,0.0
269795180,2022-03-23T23:00:00Z,1899-12-31T14:57:35Z,FO,310,stress,1,1,AMV,C49,446,917,0,0.514,0.0
269800560,2022-03-23T23:00:00Z,1899-12-31T14:57:40Z,FO,311,stress,1,1,,,264,264,0,0.000,0.0
269809960,2022-03-23T23:00:00Z,1899-12-31T14:57:49Z,FO,312,stress,1,1,AMV,C50,517,986,0,0.476,0.0
269816340,2022-03-23T23:00:00Z,1899-12-31T14:57:56Z,FO,313,stress,1,1,AMV,C50,733,1355,0,0.459,0.0
269821640,2022-03-23T23:00:00Z,1899-12-31T14:58:01Z,FO,314,stress,1,1,AMV,C50,489,1057,0,0.537,0.0
269828740,2022-03-23T23:00:00Z,1899-12-31T14:58:08Z,FO,315,stress,1,1,AMV,C50,450,887,0,0.493,0.0
269833300,2022-03-23T23:00:00Z,1899-12-31T14:58:13Z,FO,316,stress,1,1,,,220,220,0,0.000,0.0
269842580,2022-03-23T23:00:00Z,1899-12-31T14:58:22Z,FO,317,stress,1,1,AMV,C51,604,1328,0,0.545,0.0
269848380,2022-03-23T23:00:00Z,1899-12-31T14:58:28Z,FO,318,stress,1,1,AMV,C51,383,997,0,0.616,0.0
269856380,2022-03-23T23:00:00Z,1899-12-31T14:58:36Z,FO,319,stress,1,1,AMV,C51,200,471,0,0.575,0.0
269865060,2022-03-23T23:00:00Z,1899-12-31T14:58:45Z,FO,320,stress,1,1,AMV,C51,187,479,0,0.610,0.0
269870800,2022-03-23T23:00:00Z,1899-12-31T14:58:50Z,FO,321,stress,1,1,,,126,126,0,0.000,0.0
269881760,2022-03-23T23:00:00Z,1899-12-31T14:59:01Z,FO,322,stress,1,1,AMV,C52,274,551,0,0.503,0.0
269888320,2022-03-23T23:00:00Z,1899-12-31T14:59:08Z,FO,323,stress,1,1,AMV,C52,392,1010,0,0.612,0.0
269895980,2022-03-23T23:00:00Z,1899-12-31T14:59:15Z,FO,324,stress,1,1,AMV,C52,314,856,0,0.633,0.0
269903700,2022-03-23T23:00:00Z,1899-12-31T14:59:23Z,FO,325,stress,1,1,AMV,C52,432,790,0,0.453,0.0
269910480,2022-03-23T23:00:00Z,1899-12-31T14:59:30Z,FO,326,stress,1,1,,,259,259,0,0.000,0.0
269919860,2022-03-23T23:00:00Z,1899-12-31T14:59:39Z,FO,327,stress,1,1,AMV,C53,341,781,0,0.563,0.0
269928100,2022-03-23T23:00:00Z,1899-12-31T14:59:48Z,FO,328,stress,1,1,AMV,C53,517,1101,0,0.530,0.0
269935660,2022-03-23T23:00:00Z,1899-12-31T14:59:55Z,FO,329,stress,1,1,AMV,C53,190,515,0,0.631,0.0
269947940,2022-03-23T23:00:00Z,1899-12-31T15:00:07Z,FO,330,stress,1,1,AMV,C53,399,997,0,0.600,0.0
269953440,2022-03-23T23:00:00Z,1899-12-31T15:00:13Z,FO,331,stress,1,1,,,227,227,0,0.000,0.0
269963700,2022-03-23T23:00:00Z,1899-12-31T15:00:23Z,FO,332,stress,1,1,AMV,C54,600,1537,0,0.610,0.0
269969560,2022-03-23T23:00:00Z,1899-12-31T15:00:29Z,FO,333,stress,1,1,AMV,C54,310,411,0,0.246,0.0
269977560,2022-03-23T23:00:00Z,1899-12-31T15:00:37Z,FO,334,stress,1,1,AMV,C54,187,419,0,0.554,0.0
269986300,2022-03-23T23:00:00Z,1899-12-31T15:00:46Z,FO,335,stress,1,1,AMV,C54,530,1057,0,0.499,0.0
269991460,2022-03-23T23:00:00Z,1899-12-31T15:00:51Z,FO,336,stress,1,1,,,377,377,0,0.000,0.0
270002760,2022-03-23T23:00:00Z,1899-12-31T15:01:02Z,FO,337,stress,1,1,AMV,C55,528,1213,0,0.565,0.0
270009680,2022-03-23T23:00:00Z,1899-12-31T15:01:09Z,FO,338,stress,1,1,AMV,C55,551,1126,0,0.511,0.0
270018580,2022-03-23T23:00:00Z,1899-12-31T15:01:18Z,FO,339,stress,1,1,AMV,C55,161,277,0,0.419,0.0
270027060,2022-03-23T23:00:00Z,1899-12-31T15:01:27Z,FO,340,stress,1,1,AMV,C55,314,618,0,0.492,0.0
270033060,2022-03-23T23:00:00Z,1899-12-31T15:01:33Z,FO,341,stress,1,1,,,165,165,0,0.000,0.0
270040560,2022-03-23T23:00:00Z,1899-12-31T15:01:40Z,FO,342,stress,1,1,AMV,C56,497,953,0,0.478,0.0
270046880,2022-03-23T23:00:00Z,1899-12-31T15:01:46Z,FO,343,stress,1,1,AMV,C56,600,1141,0,0.474,0.0
270052060,2022-03-23T23:00:00Z,1899-12-31T15:01:52Z,FO,344,stress,1,1,AMV,C56,255,686,0,0.628,0.0
270061780,2022-03-23T23:00:00Z,1899-12-31T15:02:01Z,FO,345,stress,1,1,AMV,C56,532,840,0,0.367,0.0
270066300,2022-03-23T23:00:00Z,1899-12-31T15:02:06Z,FO,346,stress,1,1,,,361,361,0,0.000,0.0
270078540,2022-03-23T23:00:00Z,1899-12-31T15:02:18Z,FO,347,stress,1,1,AMV,C57,576,1551,0,0.629,0.0
270088220,2022-03-23T23:00:00Z,1899-12-31T15:02:28Z,FO,348,stress,1,1,AMV,C57,670,1462,0,0.542,0.0
270094400,2022-03-23T23:00:00Z,1899-12-31T15:02:34Z,FO,349,stress,1,1,AMV,C57,516,1462,0,0.647,0.0
270102300,2022-03-23T23:00:00Z,1899-12-31T15:02:42Z,FO,350,stress,1,1,AMV,C57,188,598,0,0.686,0.0
270119900,2022-03-23T23:00:00Z,1899-12-31T15:02:59Z,FO,351,stress,1,1,,,52,52,0,0.000,0.0
270125540,2022-03-23T23:00:00Z,1899-12-31T15:03:05Z,FO,352,stress,1,1,AMV,C58,560,1526,0,0.633,0.0
270131640,2022-03-23T23:00:00Z,1899-12-31T15:03:11Z,FO,353,stress,1,1,AMV,C58,328,737,0,0.555,0.0
270135680,2022-03-23T23:00:00Z,1899-12-31T15:03:15Z,FO,354,stress,1,1,AMV,C58,282,1108,0,0.745,0.0
270141140,2022-03-23T23:00:00Z,1899-12-31T15:03:21Z,FO,355,stress,1,1,AMV,C58,154,508,0,0.697,0.0
270145580,2022-03-23T23:00:00Z,1899-12-31T15:03:25Z,FO,356,stress,1,1,,,204,204,0,0.000,0.0
270155820,2022-03-23T23:00:00Z,1899-12-31T15:03:35Z,FO,357,stress,1,1,AMV,C59,345,896,0,0.615,0.0
270163000,2022-03-23T23:00:00Z,1899-12-31T15:03:43Z,FO,358,stress,1,1,AMV,C59,461,750,0,0.385,0.0
270175400,2022-03-23T23:00:00Z,1899-12-31T15:03:55Z,FO,359,stress,1,1,AMV,C59,334,851,0,0.608,0.0
270184840,2022-03-23T23:00:00Z,1899-12-31T15:04:04Z,FO,360,stress,1,1,AMV,C59,366,845,0,0.567,0.0
270190260,2022-03-23T23:00:00Z,1899-12-31T15:04:10Z,FO,361,stress,1,1,,,235,235,0,0.000,0.0
270196900,2022-03-23T23:00:00Z,1899-12-31T15:04:16Z,FO,362,stress,1,1,AMV,C60,430,855,0,0.497,0.0
270202560,2022-03-23T23:00:00Z,1899-12-31T15:04:22Z,FO,363,stress,1,1,AMV,C60,346,909,0,0.619,0.0
270208060,2022-03-23T23:00:00Z,1899-12-31T15:04:28Z,FO,364,stress,1,1,AMV,C60,456,913,0,0.501,0.0
270215640,2022-03-23T23:00:00Z,1899-12-31T15:04:35Z,FO,365,stress,1,1,AMV,C60,365,894,0,0.592,0.0
270219060,2022-03-23T23:00:00Z,1899-12-31T15:04:39Z,FO,366,stress,1,1,,,246,246,0,0.000,0.0
270228300,2022-03-23T23:00:00Z,1899-12-31T15:04:48Z,FO,367,stress,1,1,AMV,C61,533,1504,0,0.646,0.0
270234920,2022-03-23T23:00:00Z,1899-12-31T15:04:54Z,FO,368,stress,1,1,AMV,C61,654,1496,0,0.563,0.0
270241360,2022-03-23T23:00:00Z,1899-12-31T15:05:01Z,FO,369,stress,1,1,AMV,C61,372,678,0,0.451,0.0
270249580,2022-03-23T23:00:00Z,1899-12-31T15:05:09Z,FO,370,stress,1,1,AMV,C61,386,843,0,0.542,0.0
270255600,2022-03-23T23:00:00Z,1899-12-31T15:05:15Z,FO,371,stress,1,1,AMV,C61,244,313,0,0.220,0.0
270259300,2022-03-23T23:00:00Z,1899-12-31T15:05:19Z,FO,372,stress,1,1,AMV,C61,137,304,0,0.549,0.0
270287560,2022-03-23T23:00:00Z,1899-12-31T15:05:47Z,FO,373,stress,1,1,,,10,12,0,-,-
270291580,2022-03-23T23:00:00Z,1899-12-31T15:05:51Z,FO,374,stress,1,1,,,13,15,0,-,-
270313300,2022-03-23T23:00:00Z,1899-12-31T15:06:13Z,FO,375,stress,1,1,AMV,C62,448,1124,0,0.601,0.0
270322140,2022-03-23T23:00:00Z,1899-12-31T15:06:22Z,FO,376,stress,1,1,AMV,C62,345,890,0,0.612,0.0
270328100,2022-03-23T23:00:00Z,1899-12-31T15:06:28Z,FO,377,stress,1,1,AMV,C62,206,794,0,0.741,0.0
270337560,2022-03-23T23:00:00Z,1899-12-31T15:06:37Z,FO,378,stress,1,1,AMV,C62,344,748,0,0.540,0.0
270342560,2022-03-23T23:00:00Z,1899-12-31T15:06:42Z,FO,379,stress,1,1,,,254,254,0,0.000,0.0
270345040,2022-03-23T23:00:00Z,1899-12-31T15:06:45Z,FO,380,stress,1,1,,,61,79,0,0.228,0.0
270359220,2022-03-23T23:00:00Z,1899-12-31T15:06:59Z,FO,381,stress,1,1,,,13,13,0,-,-
270362340,2022-03-23T23:00:00Z,1899-12-31T15:07:02Z,FO,382,stress,1,1,,,9,10,0,-,-
270370160,2022-03-23T23:00:00Z,1899-12-31T15:07:10Z,FO,383,stress,1,1,AMV,C63,415,909,0,0.543,0.0
270375960,2022-03-23T23:00:00Z,1899-12-31T15:07:15Z,FO,384,stress,1,1,AMV,C63,381,932,0,0.591,0.0
270382560,2022-03-23T23:00:00Z,1899-12-31T15:07:22Z,FO,385,stress,1,1,AMV,C63,399,1033,0,0.614,0.0
270392880,2022-03-23T23:00:00Z,1899-12-31T15:07:32Z,FO,386,stress,1,1,AMV,C63,164,442,0,0.629,0.0
270402380,2022-03-23T23:00:00Z,1899-12-31T15:07:42Z,FO,387,stress,1,1,,,11,12,0,-,-
270410720,2022-03-23T23:00:00Z,1899-12-31T15:07:50Z,FO,388,stress,1,1,AMV,C64,423,901,0,0.531,0.0
270416660,2022-03-23T23:00:00Z,1899-12-31T15:07:56Z,FO,389,stress,1,1,AMV,C64,341,876,0,0.611,0.0
270424280,2022-03-23T23:00:00Z,1899-12-31T15:08:04Z,FO,390,stress,1,1,AMV,C64,173,378,0,0.542,0.0
270432260,2022-03-23T23:00:00Z,1899-12-31T15:08:12Z,FO,391,stress,1,1,AMV,C64,203,484,0,0.581,0.0
270437980,2022-03-23T23:00:00Z,1899-12-31T15:08:17Z,FO,392,stress,1,1,,,156,156,0,0.000,0.0
270442180,2022-03-23T23:00:00Z,1899-12-31T15:08:22Z,FO,393,stress,1,1,,,7,8,0,-,-
270452880,2022-03-23T23:00:00Z,1899-12-31T15:08:32Z,FO,394,stress,1,1,IMP,C01,381,890,0,0.572,0.0
270460100,2022-03-23T23:00:00Z,1899-12-31T15:08:40Z,FO,395,stress,1,1,IMP,C01,432,937,0,0.539,0.0
270464940,2022-03-23T23:00:00Z,1899-12-31T15:08:44Z,FO,396,stress,1,1,IMP,C01,256,623,0,0.589,0.0
270472820,2022-03-23T23:00:00Z,1899-12-31T15:08:52Z,FO,397,stress,1,1,IMP,C01,331,1255,0,0.736,0.0
270489200,2022-03-23T23:00:00Z,1899-12-31T15:09:09Z,FO,398,stress,1,1,,,406,406,0,0.000,0.0
270494220,2022-03-23T23:00:00Z,1899-12-31T15:09:14Z,FO,399,stress,1,1,IMP,C02,334,955,0,0.650,0.0
270499360,2022-03-23T23:00:00Z,1899-12-31T15:09:19Z,FO,400,stress,1,1,IMP,C02,346,819,0,0.578,0.0
270505560,2022-03-23T23:00:00Z,1899-12-31T15:09:25Z,FO,401,stress,1,1,IMP,C02,166,363,0,0.543,0.0
270512460,2022-03-23T23:00:00Z,1899-12-31T15:09:32Z,FO,402,stress,1,1,IMP,C02,691,1145,0,0.397,0.0
270516720,2022-03-23T23:00:00Z,1899-12-31T15:09:36Z,FO,403,stress,1,1,,,365,365,0,0.000,0.0
270528560,2022-03-23T23:00:00Z,1899-12-31T15:09:48Z,FO,404,stress,1,1,IMP,C03,594,1220,0,0.513,0.0
270533640,2022-03-23T23:00:00Z,1899-12-31T15:09:53Z,FO,405,stress,1,1,IMP,C03,546,1154,0,0.527,0.0
270538060,2022-03-23T23:00:00Z,1899-12-31T15:09:58Z,FO,406,stress,1,1,IMP,C03,153,386,0,0.604,0.0
270546560,2022-03-23T23:00:00Z,1899-12-31T15:10:06Z,FO,407,stress,1,1,IMP,C03,844,879,0,0.040,0.0
270576320,2022-03-23T23:00:00Z,1899-12-31T15:10:36Z,FO,408,stress,1,1,,,6,7,0,-,-
270582580,2022-03-23T23:00:00Z,1899-12-31T15:10:42Z,FO,409,stress,1,1,IMP,C04,679,1379,0,0.508,0.0
270588460,2022-03-23T23:00:00Z,1899-12-31T15:10:48Z,FO,410,stress,1,1,IMP,C04,431,1125,0,0.617,0.0
270593880,2022-03-23T23:00:00Z,1899-12-31T15:10:53Z,FO,411,stress,1,1,IMP,C04,182,533,0,0.659,0.0
270602460,2022-03-23T23:00:00Z,1899-12-31T15:11:02Z,FO,412,stress,1,1,IMP,C04,313,742,0,0.578,0.0
270616640,2022-03-23T23:00:00Z,1899-12-31T15:11:16Z,FO,413,stress,1,1,,,505,505,0,0.000,0.0
270623380,2022-03-23T23:00:00Z,1899-12-31T15:11:23Z,FO,414,stress,1,1,IMP,C05,436,932,0,0.532,0.0
270628900,2022-03-23T23:00:00Z,1899-12-31T15:11:28Z,FO,415,stress,1,1,IMP,C05,303,1162,0,0.739,0.0
270636140,2022-03-23T23:00:00Z,1899-12-31T15:11:36Z,FO,416,stress,1,1,IMP,C05,307,522,0,0.412,0.0
270646360,2022-03-23T23:00:00Z,1899-12-31T15:11:46Z,FO,417,stress,1,1,IMP,C05,157,411,0,0.618,0.0
270651180,2022-03-23T23:00:00Z,1899-12-31T15:11:51Z,FO,418,stress,1,1,,,106,106,0,0.000,0.0
270665440,2022-03-23T23:00:00Z,1899-12-31T15:12:05Z,FO,419,stress,1,1,IMP,C06,612,1303,0,0.530,0.0
270672360,2022-03-23T23:00:00Z,1899-12-31T15:12:12Z,FO,420,stress,1,1,IMP,C06,640,1144,0,0.441,0.0
270679660,2022-03-23T23:00:00Z,1899-12-31T15:12:19Z,FO,421,stress,1,1,IMP,C06,135,331,0,0.592,0.0
270687880,2022-03-23T23:00:00Z,1899-12-31T15:12:27Z,FO,422,stress,1,1,IMP,C06,276,631,0,0.563,0.0
270692780,2022-03-23T23:00:00Z,1899-12-31T15:12:32Z,FO,423,stress,1,1,,,194,194,0,0.000,0.0
270702260,2022-03-23T23:00:00Z,1899-12-31T15:12:42Z,FO,424,stress,1,1,IMP,C07,586,1452,0,0.596,0.0
270707740,2022-03-23T23:00:00Z,1899-12-31T15:12:47Z,FO,425,stress,1,1,IMP,C07,351,640,0,0.452,0.0
270712880,2022-03-23T23:00:00Z,1899-12-31T15:12:52Z,FO,426,stress,1,1,IMP,C07,136,258,0,0.473,0.0
270719860,2022-03-23T23:00:00Z,1899-12-31T15:12:59Z,FO,427,stress,1,1,IMP,C07,621,980,0,0.366,0.0
270724880,2022-03-23T23:00:00Z,1899-12-31T15:13:04Z,FO,428,stress,1,1,,,423,423,0,0.000,0.0
270741800,2022-03-23T23:00:00Z,1899-12-31T15:13:21Z,FO,429,stress,1,1,IMP,C08,532,1190,0,0.553,0.0
270747920,2022-03-23T23:00:00Z,1899-12-31T15:13:27Z,FO,430,stress,1,1,IMP,C08,424,1129,0,0.624,0.0
270757060,2022-03-23T23:00:00Z,1899-12-31T15:13:37Z,FO,431,stress,1,1,IMP,C08,190,668,0,0.716,0.0
270763660,2022-03-23T23:00:00Z,1899-12-31T15:13:43Z,FO,432,stress,1,1,IMP,C08,705,987,0,0.286,0.0
270810220,2022-03-23T23:00:00Z,1899-12-31T15:14:30Z,FO,433,stress,1,1,,,17,21,0,-,-
270820880,2022-03-23T23:00:00Z,1899-12-31T15:14:40Z,FO,434,stress,1,1,IMP,C09,554,992,0,0.442,0.0
270826440,2022-03-23T23:00:00Z,1899-12-31T15:14:46Z,FO,435,stress,1,1,IMP,C09,470,1008,0,0.534,0.0
270833140,2022-03-23T23:00:00Z,1899-12-31T15:14:53Z,FO,436,stress,1,1,IMP,C09,622,1255,0,0.504,0.0
270839920,2022-03-23T23:00:00Z,1899-12-31T15:14:59Z,FO,437,stress,1,1,IMP,C09,318,436,0,0.271,0.0
270845840,2022-03-23T23:00:00Z,1899-12-31T15:15:05Z,FO,438,stress,1,1,,,29,29,0,-,-
270854040,2022-03-23T23:00:00Z,1899-12-31T15:15:14Z,FO,439,stress,1,1,IMP,C10,642,1614,0,0.602,0.0
270862560,2022-03-23T23:00:00Z,1899-12-31T15:15:22Z,FO,440,stress,1,1,IMP,C10,593,1169,0,0.493,0.0
270869260,2022-03-23T23:00:00Z,1899-12-31T15:15:29Z,FO,441,stress,1,1,IMP,C10,560,913,0,0.387,0.0
270876800,2022-03-23T23:00:00Z,1899-12-31T15:15:36Z,FO,442,stress,1,1,IMP,C10,367,1092,0,0.664,0.0
270881880,2022-03-23T23:00:00Z,1899-12-31T15:15:41Z,FO,443,stress,1,1,,,222,222,0,0.000,0.0
270889800,2022-03-23T23:00:00Z,1899-12-31T15:15:49Z,FO,444,stress,1,1,IMP,C11,799,1798,0,0.556,0.0
270896720,2022-03-23T23:00:00Z,1899-12-31T15:15:56Z,FO,445,stress,1,1,IMP,C11,296,855,0,0.654,0.0
270902320,2022-03-23T23:00:00Z,1899-12-31T15:16:02Z,FO,446,stress,1,1,IMP,C11,186,509,0,0.635,0.0
270909740,2022-03-23T23:00:00Z,1899-12-31T15:16:09Z,FO,447,stress,1,1,IMP,C11,254,504,0,0.496,0.0
270913060,2022-03-23T23:00:00Z,1899-12-31T15:16:13Z,FO,448,stress,1,1,,,214,214,0,0.000,0.0
270919080,2022-03-23T23:00:00Z,1899-12-31T15:16:19Z,FO,449,stress,1,1,IMP,C12,215,478,0,0.550,0.0
270932680,2022-03-23T23:00:00Z,1899-12-31T15:16:32Z,FO,450,stress,1,1,IMP,C12,317,861,0,0.632,0.0
270940700,2022-03-23T23:00:00Z,1899-12-31T15:16:40Z,FO,451,stress,1,1,IMP,C12,130,324,0,0.599,0.0
270949320,2022-03-23T23:00:00Z,1899-12-31T15:16:49Z,FO,452,stress,1,1,IMP,C12,170,424,0,0.599,0.0
270953960,2022-03-23T23:00:00Z,1899-12-31T15:16:53Z,FO,453,stress,1,1,,,134,134,0,0.000,0.0
270962140,2022-03-23T23:00:00Z,1899-12-31T15:17:02Z,FO,454,stress,1,1,IMP,C13,524,1048,0,0.500,0.0
270969180,2022-03-23T23:00:00Z,1899-12-31T15:17:09Z,FO,455,stress,1,1,IMP,C13,557,1063,0,0.476,0.0
270979320,2022-03-23T23:00:00Z,1899-12-31T15:17:19Z,FO,456,stress,1,1,IMP,C13,214,278,0,0.230,0.0
270986440,2022-03-23T23:00:00Z,1899-12-31T15:17:26Z,FO,457,stress,1,1,IMP,C13,358,733,0,0.512,0.0
270991460,2022-03-23T23:00:00Z,1899-12-31T15:17:31Z,FO,458,stress,1,1,,,166,166,0,0.000,0.0
271004640,2022-03-23T23:00:00Z,1899-12-31T15:17:44Z,FO,459,stress,1,1,IMP,C14,373,1103,0,0.662,0.0
271011440,2022-03-23T23:00:00Z,1899-12-31T15:17:51Z,FO,460,stress,1,1,IMP,C14,460,999,0,0.540,0.0
271017840,2022-03-23T23:00:00Z,1899-12-31T15:17:57Z,FO,461,stress,1,1,IMP,C14,395,1042,0,0.621,0.0
271024700,2022-03-23T23:00:00Z,1899-12-31T15:18:04Z,FO,462,stress,1,1,IMP,C14,183,434,0,0.578,0.0
271028880,2022-03-23T23:00:00Z,1899-12-31T15:18:08Z,FO,463,stress,1,1,,,94,94,0,0.000,0.0
271040280,2022-03-23T23:00:00Z,1899-12-31T15:18:20Z,FO,464,stress,1,1,IMP,C15,300,655,0,0.542,0.0
271046220,2022-03-23T23:00:00Z,1899-12-31T15:18:26Z,FO,465,stress,1,1,IMP,C15,393,669,0,0.413,0.0
271050160,2022-03-23T23:00:00Z,1899-12-31T15:18:30Z,FO,466,stress,1,1,IMP,C15,265,520,0,0.490,0.0
271057720,2022-03-23T23:00:00Z,1899-12-31T15:18:37Z,FO,467,stress,1,1,IMP,C15,247,543,0,0.545,0.0
271062140,2022-03-23T23:00:00Z,1899-12-31T15:18:42Z,FO,468,stress,1,1,,,263,263,0,0.000,0.0
271069540,2022-03-23T23:00:00Z,1899-12-31T15:18:49Z,FO,469,stress,1,1,IMP,C16,329,886,0,0.629,0.0
271074680,2022-03-23T23:00:00Z,1899-12-31T15:18:54Z,FO,470,stress,1,1,IMP,C16,351,968,0,0.637,0.0
271081340,2022-03-23T23:00:00Z,1899-12-31T15:19:01Z,FO,471,stress,1,1,IMP,C16,306,726,0,0.579,0.0
271095060,2022-03-23T23:00:00Z,1899-12-31T15:19:15Z,FO,472,stress,1,1,IMP,C16,139,432,0,0.678,0.0
271100340,2022-03-23T23:00:00Z,1899-12-31T15:19:20Z,FO,473,stress,1,1,,,105,105,0,0.000,0.0
271103820,2022-03-23T23:00:00Z,1899-12-31T15:19:23Z,FO,474,stress,1,1,,,7,9,0,-,-
271107500,2022-03-23T23:00:00Z,1899-12-31T15:19:27Z,FO,475,stress,1,1,,,7,9,0,-,-
271113220,2022-03-23T23:00:00Z,1899-12-31T15:19:33Z,FO,476,stress,1,1,IMP,C17,433,1042,0,0.584,0.0
271119000,2022-03-23T23:00:00Z,1899-12-31T15:19:39Z,FO,477,stress,1,1,IMP,C17,171,372,0,0.540,0.0
271126940,2022-03-23T23:00:00Z,1899-12-31T15:19:46Z,FO,478,stress,1,1,IMP,C17,218,870,0,0.749,0.0
271134920,2022-03-23T23:00:00Z,1899-12-31T15:19:54Z,FO,479,stress,1,1,IMP,C17,703,1158,0,0.393,0.0
271139600,2022-03-23T23:00:00Z,1899-12-31T15:19:59Z,FO,480,stress,1,1,,,480,480,0,0.000,0.0
271150580,2022-03-23T23:00:00Z,1899-12-31T15:20:10Z,FO,481,stress,1,1,IMP,C18,560,1650,0,0.661,0.0
271156420,2022-03-23T23:00:00Z,1899-12-31T15:20:16Z,FO,482,stress,1,1,IMP,C18,511,1234,0,0.586,0.0
