"","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","System","Block","Salinity","Fish","Temperature"
"413",718883700,"2022-03-28T22:00:00Z","1899-12-31T20:42:23Z","FO",923,"stress",5,5,"C39",227,594,"0","0.618","0.0","AMV","B3","background","no fish","increased"
"414",718889220,"2022-03-28T22:00:00Z","1899-12-31T20:42:29Z","FO",924,"stress",5,5,"C39",138,491,"0","0.719","0.0","AMV","B3","background","no fish","increased"
"415",718907060,"2022-03-28T22:00:00Z","1899-12-31T20:42:47Z","FO",925,"stress",5,5,"C39",163,588,"0","0.723","0.0","AMV","B3","background","no fish","increased"
"416",718928440,"2022-03-28T22:00:00Z","1899-12-31T20:43:08Z","FO",927,"stress",5,5,"C40",189,576,"0","0.672","0.0","AMV","B3","background","no fish","increased"
"417",718934100,"2022-03-28T22:00:00Z","1899-12-31T20:43:14Z","FO",928,"stress",5,5,"C40",183,975,"0","0.812","0.0","AMV","B3","background","no fish","increased"
"418",718941080,"2022-03-28T22:00:00Z","1899-12-31T20:43:21Z","FO",929,"stress",5,5,"C40",157,597,"0","0.737","0.0","AMV","B3","background","no fish","increased"
"419",718960200,"2022-03-28T22:00:00Z","1899-12-31T20:43:40Z","FO",930,"stress",5,5,"C40",283,1068,"0","0.735","0.0","AMV","B3","background","no fish","increased"
"420",719005380,"2022-03-28T22:00:00Z","1899-12-31T20:44:25Z","FO",933,"stress",5,5,"C41",195,649,"0","0.700","0.0","AMV","B3","salt","no fish","increased"
"421",719013560,"2022-03-28T22:00:00Z","1899-12-31T20:44:33Z","FO",934,"stress",5,5,"C41",97,355,"0","0.727","0.0","AMV","B3","salt","no fish","increased"
"422",719029060,"2022-03-28T22:00:00Z","1899-12-31T20:44:49Z","FO",935,"stress",5,5,"C41",74,284,"0","0.739","0.0","AMV","B3","salt","no fish","increased"
"423",719042280,"2022-03-28T22:00:00Z","1899-12-31T20:45:02Z","FO",936,"stress",5,5,"C41",127,472,"0","0.731","0.0","AMV","B3","salt","no fish","increased"
"424",719073740,"2022-03-28T22:00:00Z","1899-12-31T20:45:33Z","FO",938,"stress",5,5,"C42",106,367,"0","0.711","0.0","AMV","B3","salt","fish","increased"
"425",719079300,"2022-03-28T22:00:00Z","1899-12-31T20:45:39Z","FO",939,"stress",5,5,"C42",163,469,"0","0.652","0.0","AMV","B3","salt","fish","increased"
"426",719086220,"2022-03-28T22:00:00Z","1899-12-31T20:45:46Z","FO",940,"stress",5,5,"C42",67,147,"0","0.544","0.0","AMV","B3","salt","fish","increased"
"427",719099840,"2022-03-28T22:00:00Z","1899-12-31T20:45:59Z","FO",941,"stress",5,5,"C42",184,654,"0","0.719","0.0","AMV","B3","salt","fish","increased"
"428",719122240,"2022-03-28T22:00:00Z","1899-12-31T20:46:22Z","FO",943,"stress",5,5,"C43",81,295,"0","0.725","0.0","AMV","B3","background","fish","increased"
"429",719128300,"2022-03-28T22:00:00Z","1899-12-31T20:46:28Z","FO",944,"stress",5,5,"C43",229,891,"0","0.743","0.0","AMV","B3","background","fish","increased"
"430",719134220,"2022-03-28T22:00:00Z","1899-12-31T20:46:34Z","FO",945,"stress",5,5,"C43",269,938,"0","0.713","0.0","AMV","B3","background","fish","increased"
"431",719145840,"2022-03-28T22:00:00Z","1899-12-31T20:46:45Z","FO",946,"stress",5,5,"C43",108,371,"0","0.709","0.0","AMV","B3","background","fish","increased"
"432",719164440,"2022-03-28T22:00:00Z","1899-12-31T20:47:04Z","FO",948,"stress",5,5,"C44",185,741,"0","0.750","0.0","AMV","B3","salt","no fish","increased"
"433",719170220,"2022-03-28T22:00:00Z","1899-12-31T20:47:10Z","FO",949,"stress",5,5,"C44",151,456,"0","0.669","0.0","AMV","B3","salt","no fish","increased"
"434",719187700,"2022-03-28T22:00:00Z","1899-12-31T20:47:27Z","FO",950,"stress",5,5,"C44",98,402,"0","0.756","0.0","AMV","B3","salt","no fish","increased"
"435",719198280,"2022-03-28T22:00:00Z","1899-12-31T20:47:38Z","FO",951,"stress",5,5,"C44",163,570,"0","0.714","0.0","AMV","B3","salt","no fish","increased"
"436",719222040,"2022-03-28T22:00:00Z","1899-12-31T20:48:02Z","FO",953,"stress",5,5,"C45",127,497,"0","0.744","0.0","AMV","B3","salt","no fish","increased"
"437",719228420,"2022-03-28T22:00:00Z","1899-12-31T20:48:08Z","FO",954,"stress",5,5,"C45",364,568,"0","0.359","0.0","AMV","B3","salt","no fish","increased"
"438",719236080,"2022-03-28T22:00:00Z","1899-12-31T20:48:16Z","FO",955,"stress",5,5,"C45",237,765,"0","0.690","0.0","AMV","B3","salt","no fish","increased"
"439",719253700,"2022-03-28T22:00:00Z","1899-12-31T20:48:33Z","FO",956,"stress",5,5,"C45",55,202,"0","0.728","0.0","AMV","B3","salt","no fish","increased"
"440",719276300,"2022-03-28T22:00:00Z","1899-12-31T20:48:56Z","FO",958,"stress",5,5,"C46",215,827,"0","0.740","0.0","AMV","B3","background","fish","increased"
"441",719283580,"2022-03-28T22:00:00Z","1899-12-31T20:49:03Z","FO",959,"stress",5,5,"C46",328,1298,"0","0.747","0.0","AMV","B3","background","fish","increased"
"442",719290480,"2022-03-28T22:00:00Z","1899-12-31T20:49:10Z","FO",960,"stress",5,5,"C46",246,704,"0","0.651","0.0","AMV","B3","background","fish","increased"
"443",719304060,"2022-03-28T22:00:00Z","1899-12-31T20:49:24Z","FO",961,"stress",5,5,"C46",200,780,"0","0.744","0.0","AMV","B3","background","fish","increased"
"444",719327840,"2022-03-28T22:00:00Z","1899-12-31T20:49:47Z","FO",963,"stress",5,5,"C47",259,920,"0","0.718","0.0","AMV","B3","salt","fish","increased"
"445",719333300,"2022-03-28T22:00:00Z","1899-12-31T20:49:53Z","FO",964,"stress",5,5,"C47",171,595,"0","0.713","0.0","AMV","B3","salt","fish","increased"
"446",719340980,"2022-03-28T22:00:00Z","1899-12-31T20:50:00Z","FO",965,"stress",5,5,"C47",240,877,"0","0.726","0.0","AMV","B3","salt","fish","increased"
"447",719352480,"2022-03-28T22:00:00Z","1899-12-31T20:50:12Z","FO",966,"stress",5,5,"C47",105,493,"0","0.787","0.0","AMV","B3","salt","fish","increased"
"448",719380580,"2022-03-28T22:00:00Z","1899-12-31T20:50:40Z","FO",968,"stress",5,5,"C48",113,388,"0","0.709","0.0","AMV","B3","salt","no fish","increased"
"449",719386380,"2022-03-28T22:00:00Z","1899-12-31T20:50:46Z","FO",969,"stress",5,5,"C48",300,1141,"0","0.737","0.0","AMV","B3","salt","no fish","increased"
"450",719410940,"2022-03-28T22:00:00Z","1899-12-31T20:51:10Z","FO",970,"stress",5,5,"C48",102,376,"0","0.729","0.0","AMV","B3","salt","no fish","increased"
"451",719424120,"2022-03-28T22:00:00Z","1899-12-31T20:51:24Z","FO",971,"stress",5,5,"C48",134,405,"0","0.669","0.0","AMV","B3","salt","no fish","increased"
"452",719457980,"2022-03-28T22:00:00Z","1899-12-31T20:51:57Z","FO",973,"stress",5,5,"C49",298,1112,"0","0.732","0.0","AMV","B4","background","fish","normal"
"453",719465600,"2022-03-28T22:00:00Z","1899-12-31T20:52:05Z","FO",974,"stress",5,5,"C49",174,669,"0","0.740","0.0","AMV","B4","background","fish","normal"
"454",719472620,"2022-03-28T22:00:00Z","1899-12-31T20:52:12Z","FO",975,"stress",5,5,"C49",256,887,"0","0.711","0.0","AMV","B4","background","fish","normal"
"455",719491100,"2022-03-28T22:00:00Z","1899-12-31T20:52:31Z","FO",976,"stress",5,5,"C49",293,900,"0","0.674","0.0","AMV","B4","background","fish","normal"
"456",719521720,"2022-03-28T22:00:00Z","1899-12-31T20:53:01Z","FO",978,"stress",5,5,"C50",205,616,"0","0.667","0.0","AMV","B4","salt","fish","normal"
"457",719526060,"2022-03-28T22:00:00Z","1899-12-31T20:53:06Z","FO",979,"stress",5,5,"C50",328,1015,"0","0.677","0.0","AMV","B4","salt","fish","normal"
"458",719532280,"2022-03-28T22:00:00Z","1899-12-31T20:53:12Z","FO",980,"stress",5,5,"C50",204,915,"0","0.777","0.0","AMV","B4","salt","fish","normal"
"459",719551920,"2022-03-28T22:00:00Z","1899-12-31T20:53:31Z","FO",981,"stress",5,5,"C50",121,355,"0","0.659","0.0","AMV","B4","salt","fish","normal"
"460",719576100,"2022-03-28T22:00:00Z","1899-12-31T20:53:56Z","FO",983,"stress",5,5,"C51",264,980,"0","0.731","0.0","AMV","B4","background","no fish","normal"
"461",719583960,"2022-03-28T22:00:00Z","1899-12-31T20:54:03Z","FO",984,"stress",5,5,"C51",240,956,"0","0.749","0.0","AMV","B4","background","no fish","normal"
"462",719590800,"2022-03-28T22:00:00Z","1899-12-31T20:54:10Z","FO",985,"stress",5,5,"C51",213,423,"0","0.496","0.0","AMV","B4","background","no fish","normal"
"463",719607320,"2022-03-28T22:00:00Z","1899-12-31T20:54:27Z","FO",986,"stress",5,5,"C51",191,761,"0","0.749","0.0","AMV","B4","background","no fish","normal"
"464",719634820,"2022-03-28T22:00:00Z","1899-12-31T20:54:54Z","FO",988,"stress",5,5,"C52",219,811,"0","0.730","0.0","AMV","B4","salt","no fish","normal"
"465",719640880,"2022-03-28T22:00:00Z","1899-12-31T20:55:00Z","FO",989,"stress",5,5,"C52",192,694,"0","0.723","0.0","AMV","B4","salt","no fish","normal"
"466",719646840,"2022-03-28T22:00:00Z","1899-12-31T20:55:06Z","FO",990,"stress",5,5,"C52",200,791,"0","0.747","0.0","AMV","B4","salt","no fish","normal"
"467",719662420,"2022-03-28T22:00:00Z","1899-12-31T20:55:22Z","FO",991,"stress",5,5,"C52",245,968,"0","0.747","0.0","AMV","B4","salt","no fish","normal"
"468",719697280,"2022-03-28T22:00:00Z","1899-12-31T20:55:57Z","FO",993,"stress",5,5,"C53",225,900,"0","0.750","0.0","AMV","B4","salt","fish","normal"
"469",719704740,"2022-03-28T22:00:00Z","1899-12-31T20:56:04Z","FO",994,"stress",5,5,"C53",207,551,"0","0.624","0.0","AMV","B4","salt","fish","normal"
"470",719711120,"2022-03-28T22:00:00Z","1899-12-31T20:56:11Z","FO",995,"stress",5,5,"C53",201,801,"0","0.749","0.0","AMV","B4","salt","fish","normal"
"471",719725600,"2022-03-28T22:00:00Z","1899-12-31T20:56:25Z","FO",996,"stress",5,5,"C53",223,589,"0","0.621","0.0","AMV","B4","salt","fish","normal"
"472",719750240,"2022-03-28T22:00:00Z","1899-12-31T20:56:50Z","FO",998,"stress",5,5,"C54",90,335,"0","0.731","0.0","AMV","B4","background","no fish","normal"
"473",719755560,"2022-03-28T22:00:00Z","1899-12-31T20:56:55Z","FO",999,"stress",5,5,"C54",209,858,"0","0.756","0.0","AMV","B4","background","no fish","normal"
"474",719762060,"2022-03-28T22:00:00Z","1899-12-31T20:57:02Z","FO",1000,"stress",5,5,"C54",144,399,"0","0.639","0.0","AMV","B4","background","no fish","normal"
"475",719779940,"2022-03-28T22:00:00Z","1899-12-31T20:57:19Z","FO",1001,"stress",5,5,"C54",194,767,"0","0.747","0.0","AMV","B4","background","no fish","normal"
"476",719977940,"2022-03-28T22:00:00Z","1899-12-31T21:00:37Z","FO",1005,"stress",5,5,"C55",150,582,"0","0.742","0.0","AMV","B4","salt","fish","normal"
"477",719984000,"2022-03-28T22:00:00Z","1899-12-31T21:00:44Z","FO",1006,"stress",5,5,"C55",503,1497,"0","0.664","0.0","AMV","B4","salt","fish","normal"
"478",719990500,"2022-03-28T22:00:00Z","1899-12-31T21:00:50Z","FO",1007,"stress",5,5,"C55",193,765,"0","0.748","0.0","AMV","B4","salt","fish","normal"
"479",720014360,"2022-03-28T22:00:00Z","1899-12-31T21:01:14Z","FO",1008,"stress",5,5,"C55",429,1470,"0","0.708","0.0","AMV","B4","salt","fish","normal"
"480",720046140,"2022-03-28T22:00:00Z","1899-12-31T21:01:46Z","FO",1010,"stress",5,5,"C56",110,462,"0","0.762","0.0","AMV","B4","background","fish","normal"
"481",720052980,"2022-03-28T22:00:00Z","1899-12-31T21:01:52Z","FO",1011,"stress",5,5,"C56",80,561,"0","0.857","0.0","AMV","B4","background","fish","normal"
"482",720058560,"2022-03-28T22:00:00Z","1899-12-31T21:01:58Z","FO",1012,"stress",5,5,"C56",173,433,"0","0.600","0.0","AMV","B4","background","fish","normal"
"483",720077200,"2022-03-28T22:00:00Z","1899-12-31T21:02:17Z","FO",1013,"stress",5,5,"C56",232,768,"0","0.698","0.0","AMV","B4","background","fish","normal"
"484",720108840,"2022-03-28T22:00:00Z","1899-12-31T21:02:48Z","FO",1015,"stress",5,5,"C57",193,658,"0","0.707","0.0","AMV","B4","background","fish","normal"
"485",720113140,"2022-03-28T22:00:00Z","1899-12-31T21:02:53Z","FO",1016,"stress",5,5,"C57",108,765,"0","0.859","0.0","AMV","B4","background","fish","normal"
"486",720120080,"2022-03-28T22:00:00Z","1899-12-31T21:03:00Z","FO",1017,"stress",5,5,"C57",101,289,"0","0.651","0.0","AMV","B4","background","fish","normal"
"487",720138560,"2022-03-28T22:00:00Z","1899-12-31T21:03:18Z","FO",1018,"stress",5,5,"C57",112,437,"0","0.744","0.0","AMV","B4","background","fish","normal"
"488",720173480,"2022-03-28T22:00:00Z","1899-12-31T21:03:53Z","FO",1020,"stress",5,5,"C58",277,960,"0","0.711","0.0","AMV","B4","salt","fish","normal"
"489",720180340,"2022-03-28T22:00:00Z","1899-12-31T21:04:00Z","FO",1021,"stress",5,5,"C58",119,524,"0","0.773","0.0","AMV","B4","salt","fish","normal"
"490",720187620,"2022-03-28T22:00:00Z","1899-12-31T21:04:07Z","FO",1022,"stress",5,5,"C58",153,286,"0","0.465","0.0","AMV","B4","salt","fish","normal"
"491",720204320,"2022-03-28T22:00:00Z","1899-12-31T21:04:24Z","FO",1023,"stress",5,5,"C58",161,504,"0","0.681","0.0","AMV","B4","salt","fish","normal"
"492",720237900,"2022-03-28T22:00:00Z","1899-12-31T21:04:57Z","FO",1025,"stress",5,5,"C59",214,678,"0","0.684","0.0","AMV","B4","salt","no fish","normal"
"493",720243060,"2022-03-28T22:00:00Z","1899-12-31T21:05:03Z","FO",1026,"stress",5,5,"C59",88,313,"0","0.719","0.0","AMV","B4","salt","no fish","normal"
"494",720248060,"2022-03-28T22:00:00Z","1899-12-31T21:05:08Z","FO",1027,"stress",5,5,"C59",130,909,"0","0.857","0.0","AMV","B4","salt","no fish","normal"
"495",720265600,"2022-03-28T22:00:00Z","1899-12-31T21:05:25Z","FO",1028,"stress",5,5,"C59",241,913,"0","0.736","0.0","AMV","B4","salt","no fish","normal"
"496",720289660,"2022-03-28T22:00:00Z","1899-12-31T21:05:49Z","FO",1030,"stress",5,5,"C60",263,1196,"0","0.780","0.0","AMV","B4","salt","no fish","normal"
"497",720294300,"2022-03-28T22:00:00Z","1899-12-31T21:05:54Z","FO",1031,"stress",5,5,"C60",247,1030,"0","0.760","0.0","AMV","B4","salt","no fish","normal"
"498",720300360,"2022-03-28T22:00:00Z","1899-12-31T21:06:00Z","FO",1032,"stress",5,5,"C60",344,759,"0","0.547","0.0","AMV","B4","salt","no fish","normal"
"499",720313940,"2022-03-28T22:00:00Z","1899-12-31T21:06:13Z","FO",1033,"stress",5,5,"C60",140,631,"0","0.778","0.0","AMV","B4","salt","no fish","normal"
"500",720354800,"2022-03-28T22:00:00Z","1899-12-31T21:06:54Z","FO",1035,"stress",5,5,"C61",129,639,"0","0.798","0.0","AMV","B4","background","no fish","normal"
"501",720362700,"2022-03-28T22:00:00Z","1899-12-31T21:07:02Z","FO",1036,"stress",5,5,"C61",140,370,"0","0.622","0.0","AMV","B4","background","no fish","normal"
"502",720370600,"2022-03-28T22:00:00Z","1899-12-31T21:07:10Z","FO",1037,"stress",5,5,"C61",47,132,"0","0.644","0.0","AMV","B4","background","no fish","normal"
"503",720393960,"2022-03-28T22:00:00Z","1899-12-31T21:07:33Z","FO",1038,"stress",5,5,"C61",265,725,"0","0.634","0.0","AMV","B4","background","no fish","normal"
"504",720413320,"2022-03-28T22:00:00Z","1899-12-31T21:07:53Z","FO",1040,"stress",5,5,"C62",212,430,"0","0.507","0.0","AMV","B4","salt","no fish","normal"
"505",720420340,"2022-03-28T22:00:00Z","1899-12-31T21:08:00Z","FO",1041,"stress",5,5,"C62",308,1184,"0","0.740","0.0","AMV","B4","salt","no fish","normal"
"506",720427560,"2022-03-28T22:00:00Z","1899-12-31T21:08:07Z","FO",1042,"stress",5,5,"C62",318,963,"0","0.670","0.0","AMV","B4","salt","no fish","normal"
"507",720440960,"2022-03-28T22:00:00Z","1899-12-31T21:08:20Z","FO",1043,"stress",5,5,"C62",207,585,"0","0.646","0.0","AMV","B4","salt","no fish","normal"
"508",720463000,"2022-03-28T22:00:00Z","1899-12-31T21:08:43Z","FO",1045,"stress",5,5,"C63",140,487,"0","0.713","0.0","AMV","B4","background","fish","normal"
"509",720469440,"2022-03-28T22:00:00Z","1899-12-31T21:08:49Z","FO",1046,"stress",5,5,"C63",119,752,"0","0.842","0.0","AMV","B4","background","fish","normal"
"510",720476560,"2022-03-28T22:00:00Z","1899-12-31T21:08:56Z","FO",1047,"stress",5,5,"C63",189,428,"0","0.558","0.0","AMV","B4","background","fish","normal"
"511",720492080,"2022-03-28T22:00:00Z","1899-12-31T21:09:12Z","FO",1048,"stress",5,5,"C63",89,314,"0","0.717","0.0","AMV","B4","background","fish","normal"
"512",720517580,"2022-03-28T22:00:00Z","1899-12-31T21:09:37Z","FO",1050,"stress",5,5,"C64",213,1029,"0","0.793","0.0","AMV","B4","background","no fish","normal"
"513",720523200,"2022-03-28T22:00:00Z","1899-12-31T21:09:43Z","FO",1051,"stress",5,5,"C64",273,1034,"0","0.736","0.0","AMV","B4","background","no fish","normal"
"514",720532320,"2022-03-28T22:00:00Z","1899-12-31T21:09:52Z","FO",1052,"stress",5,5,"C64",140,373,"0","0.625","0.0","AMV","B4","background","no fish","normal"
"515",720548660,"2022-03-28T22:00:00Z","1899-12-31T21:10:08Z","FO",1053,"stress",5,5,"C64",213,762,"0","0.720","0.0","AMV","B4","background","no fish","normal"
"516",1062178200,"2022-04-01T22:00:00Z","1899-12-31T20:03:58Z","FO",1387,"stress",9,9,"C01",295,758,"0","0.611","0.0","AMV","B1","background","no fish","increased"
"517",1062188340,"2022-04-01T22:00:00Z","1899-12-31T20:04:08Z","FO",1388,"stress",9,9,"C01",199,555,"0","0.641","0.0","AMV","B1","background","no fish","increased"
"518",1062195600,"2022-04-01T22:00:00Z","1899-12-31T20:04:15Z","FO",1389,"stress",9,9,"C01",259,688,"0","0.624","0.0","AMV","B1","background","no fish","increased"
"519",1062208200,"2022-04-01T22:00:00Z","1899-12-31T20:04:28Z","FO",1390,"stress",9,9,"C01",175,654,"0","0.732","0.0","AMV","B1","background","no fish","increased"
"520",1062229120,"2022-04-01T22:00:00Z","1899-12-31T20:04:49Z","FO",1392,"stress",9,9,"C02",249,727,"0","0.657","0.0","AMV","B1","background","no fish","increased"
"521",1062237560,"2022-04-01T22:00:00Z","1899-12-31T20:04:57Z","FO",1393,"stress",9,9,"C02",175,444,"0","0.606","0.0","AMV","B1","background","no fish","increased"
"522",1062243080,"2022-04-01T22:00:00Z","1899-12-31T20:05:03Z","FO",1394,"stress",9,9,"C02",239,677,"0","0.647","0.0","AMV","B1","background","no fish","increased"
"523",1062253740,"2022-04-01T22:00:00Z","1899-12-31T20:05:13Z","FO",1395,"stress",9,9,"C02",225,929,"0","0.758","0.0","AMV","B1","background","no fish","increased"
"524",1062269400,"2022-04-01T22:00:00Z","1899-12-31T20:05:29Z","FO",1397,"stress",9,9,"C03",308,867,"0","0.645","0.0","AMV","B1","salt","no fish","increased"
"525",1062274060,"2022-04-01T22:00:00Z","1899-12-31T20:05:34Z","FO",1398,"stress",9,9,"C03",168,396,"0","0.576","0.0","AMV","B1","salt","no fish","increased"
"526",1062281800,"2022-04-01T22:00:00Z","1899-12-31T20:05:41Z","FO",1399,"stress",9,9,"C03",188,725,"0","0.741","0.0","AMV","B1","salt","no fish","increased"
"527",1062292940,"2022-04-01T22:00:00Z","1899-12-31T20:05:52Z","FO",1400,"stress",9,9,"C03",340,593,"0","0.427","0.0","AMV","B1","salt","no fish","increased"
"528",1062312540,"2022-04-01T22:00:00Z","1899-12-31T20:06:12Z","FO",1402,"stress",9,9,"C04",234,758,"0","0.691","0.0","AMV","B1","background","no fish","increased"
"529",1062318000,"2022-04-01T22:00:00Z","1899-12-31T20:06:18Z","FO",1403,"stress",9,9,"C04",479,1179,"0","0.594","0.0","AMV","B1","background","no fish","increased"
"530",1062326600,"2022-04-01T22:00:00Z","1899-12-31T20:06:26Z","FO",1404,"stress",9,9,"C04",269,910,"0","0.704","0.0","AMV","B1","background","no fish","increased"
"531",1062337060,"2022-04-01T22:00:00Z","1899-12-31T20:06:37Z","FO",1405,"stress",9,9,"C04",187,999,"0","0.813","0.0","AMV","B1","background","no fish","increased"
"532",1062361300,"2022-04-01T22:00:00Z","1899-12-31T20:07:01Z","FO",1407,"stress",9,9,"C05",657,1719,"0","0.618","0.0","AMV","B1","salt","fish","increased"
"533",1062368400,"2022-04-01T22:00:00Z","1899-12-31T20:07:08Z","FO",1408,"stress",9,9,"C05",552,1508,"0","0.634","0.0","AMV","B1","salt","fish","increased"
"534",1062375600,"2022-04-01T22:00:00Z","1899-12-31T20:07:15Z","FO",1409,"stress",9,9,"C05",436,1545,"0","0.718","0.0","AMV","B1","salt","fish","increased"
"535",1062387700,"2022-04-01T22:00:00Z","1899-12-31T20:07:27Z","FO",1410,"stress",9,9,"C05",418,1611,"0","0.741","0.0","AMV","B1","salt","fish","increased"
"536",1062404740,"2022-04-01T22:00:00Z","1899-12-31T20:07:44Z","FO",1412,"stress",9,9,"C06",410,1719,"0","0.761","0.0","AMV","B1","salt","no fish","increased"
"537",1062410200,"2022-04-01T22:00:00Z","1899-12-31T20:07:50Z","FO",1413,"stress",9,9,"C06",170,411,"0","0.586","0.0","AMV","B1","salt","no fish","increased"
"538",1062417560,"2022-04-01T22:00:00Z","1899-12-31T20:07:57Z","FO",1414,"stress",9,9,"C06",252,709,"0","0.645","0.0","AMV","B1","salt","no fish","increased"
"539",1062425640,"2022-04-01T22:00:00Z","1899-12-31T20:08:05Z","FO",1415,"stress",9,9,"C06",297,934,"0","0.682","0.0","AMV","B1","salt","no fish","increased"
"540",1062461240,"2022-04-01T22:00:00Z","1899-12-31T20:08:41Z","FO",1417,"stress",9,9,"C07",599,1800,"0","0.667","0.0","AMV","B1","background","fish","increased"
"541",1062467060,"2022-04-01T22:00:00Z","1899-12-31T20:08:47Z","FO",1418,"stress",9,9,"C07",698,1818,"0","0.616","0.0","AMV","B1","background","fish","increased"
"542",1062473180,"2022-04-01T22:00:00Z","1899-12-31T20:08:53Z","FO",1419,"stress",9,9,"C07",433,1396,"0","0.690","0.0","AMV","B1","background","fish","increased"
"543",1062504620,"2022-04-01T22:00:00Z","1899-12-31T20:09:24Z","FO",1420,"stress",9,9,"C07",257,731,"0","0.648","0.0","AMV","B1","background","fish","increased"
"544",1062587480,"2022-04-01T22:00:00Z","1899-12-31T20:10:47Z","FO",1422,"stress",9,9,"C08",303,1148,"0","0.736","0.0","AMV","B1","salt","fish","increased"
"545",1062593780,"2022-04-01T22:00:00Z","1899-12-31T20:10:53Z","FO",1423,"stress",9,9,"C08",287,879,"0","0.673","0.0","AMV","B1","salt","fish","increased"
"546",1062601640,"2022-04-01T22:00:00Z","1899-12-31T20:11:01Z","FO",1424,"stress",9,9,"C08",319,1281,"0","0.751","0.0","AMV","B1","salt","fish","increased"
"547",1062631680,"2022-04-01T22:00:00Z","1899-12-31T20:11:31Z","FO",1425,"stress",9,9,"C08",491,1790,"0","0.726","0.0","AMV","B1","salt","fish","increased"
"548",1062686380,"2022-04-01T22:00:00Z","1899-12-31T20:12:26Z","FO",1427,"stress",9,9,"C09",608,1151,"0","0.472","0.0","AMV","B1","salt","fish","increased"
"549",1062694420,"2022-04-01T22:00:00Z","1899-12-31T20:12:34Z","FO",1428,"stress",9,9,"C09",374,1177,"0","0.682","0.0","AMV","B1","salt","fish","increased"
"550",1062700620,"2022-04-01T22:00:00Z","1899-12-31T20:12:40Z","FO",1429,"stress",9,9,"C09",552,1720,"0","0.679","0.0","AMV","B1","salt","fish","increased"
"551",1062715380,"2022-04-01T22:00:00Z","1899-12-31T20:12:55Z","FO",1430,"stress",9,9,"C09",295,1453,"0","0.797","0.0","AMV","B1","salt","fish","increased"
"552",1062784280,"2022-04-01T22:00:00Z","1899-12-31T20:14:04Z","FO",1432,"stress",9,9,"C10",305,879,"0","0.653","0.0","AMV","B1","background","fish","increased"
"553",1062791360,"2022-04-01T22:00:00Z","1899-12-31T20:14:11Z","FO",1433,"stress",9,9,"C10",248,841,"0","0.705","0.0","AMV","B1","background","fish","increased"
"554",1062802100,"2022-04-01T22:00:00Z","1899-12-31T20:14:22Z","FO",1434,"stress",9,9,"C10",223,486,"0","0.541","0.0","AMV","B1","background","fish","increased"
"555",1062858640,"2022-04-01T22:00:00Z","1899-12-31T20:15:18Z","FO",1435,"stress",9,9,"C10",223,845,"0","0.736","0.0","AMV","B1","background","fish","increased"
"556",1062891620,"2022-04-01T22:00:00Z","1899-12-31T20:15:51Z","FO",1437,"stress",9,9,"C11",322,1010,"0","0.681","0.0","AMV","B1","background","fish","increased"
"557",1062897260,"2022-04-01T22:00:00Z","1899-12-31T20:15:57Z","FO",1438,"stress",9,9,"C11",247,886,"0","0.721","0.0","AMV","B1","background","fish","increased"
"558",1062904180,"2022-04-01T22:00:00Z","1899-12-31T20:16:04Z","FO",1439,"stress",9,9,"C11",668,2135,"0","0.687","0.0","AMV","B1","background","fish","increased"
"559",1062936820,"2022-04-01T22:00:00Z","1899-12-31T20:16:36Z","FO",1440,"stress",9,9,"C11",340,1104,"0","0.692","0.0","AMV","B1","background","fish","increased"
"560",1062975700,"2022-04-01T22:00:00Z","1899-12-31T20:17:15Z","FO",1442,"stress",9,9,"C12",506,2228,"0","0.773","0.0","AMV","B1","background","fish","increased"
"561",1062985480,"2022-04-01T22:00:00Z","1899-12-31T20:17:25Z","FO",1443,"stress",9,9,"C12",497,1496,"0","0.668","0.0","AMV","B1","background","fish","increased"
"562",1062994560,"2022-04-01T22:00:00Z","1899-12-31T20:17:34Z","FO",1444,"stress",9,9,"C12",359,1514,"0","0.763","0.0","AMV","B1","background","fish","increased"
"563",1063030620,"2022-04-01T22:00:00Z","1899-12-31T20:18:10Z","FO",1445,"stress",9,9,"C12",372,963,"0","0.614","0.0","AMV","B1","background","fish","increased"
"564",1063047940,"2022-04-01T22:00:00Z","1899-12-31T20:18:27Z","FO",1447,"stress",9,9,"C13",353,1328,"0","0.734","0.0","AMV","B1","salt","no fish","increased"
"565",1063054880,"2022-04-01T22:00:00Z","1899-12-31T20:18:34Z","FO",1448,"stress",9,9,"C13",354,1338,"0","0.735","0.0","AMV","B1","salt","no fish","increased"
"566",1063062560,"2022-04-01T22:00:00Z","1899-12-31T20:18:42Z","FO",1449,"stress",9,9,"C13",207,724,"0","0.714","0.0","AMV","B1","salt","no fish","increased"
"567",1063071500,"2022-04-01T22:00:00Z","1899-12-31T20:18:51Z","FO",1450,"stress",9,9,"C13",284,873,"0","0.675","0.0","AMV","B1","salt","no fish","increased"
"568",1063084300,"2022-04-01T22:00:00Z","1899-12-31T20:19:04Z","FO",1452,"stress",9,9,"C15",183,585,"0","0.687","0.0","AMV","B1","salt","fish","increased"
"569",1063091560,"2022-04-01T22:00:00Z","1899-12-31T20:19:11Z","FO",1453,"stress",9,9,"C15",348,1124,"0","0.690","0.0","AMV","B1","salt","fish","increased"
